graphName,algorithm,iteration,relevance,relevanceBinary,recall,conflicts,unknown,notConflicts,effect,confDiff,percentColored,run
clustered_8_0.25_0.08,Random,0,0,0,0.0,0,52,3,0,0,0.08823529411764706,0
clustered_8_0.25_0.08,Random,1,0.1111111111111111,0.3333333333333333,0.14285714285714285,0,49,6,0,0,0.17647058823529413,0
clustered_8_0.25_0.08,Random,2,0.1111111111111111,0.3333333333333333,0.125,0,46,9,1,-1,0.2647058823529412,0
clustered_8_0.25_0.08,Random,3,0.1111111111111111,0.3333333333333333,0.16666666666666666,1,40,14,1,0,0.35294117647058826,0
clustered_8_0.25_0.08,Random,4,0.1111111111111111,0.3333333333333333,0.125,2,37,16,1,0,0.4117647058823529,0
clustered_8_0.25_0.08,Random,5,0.2222222222222222,0.3333333333333333,0.125,2,33,20,1,-4,0.47058823529411764,0
clustered_8_0.25_0.08,Random,6,0.0,0.0,0.0,3,31,21,0,0,0.5294117647058824,0
clustered_8_0.25_0.08,Random,7,0.2222222222222222,0.6666666666666666,0.2222222222222222,3,31,21,0,0,0.5294117647058824,0
clustered_8_0.25_0.08,Random,8,0.0,0.0,0.0,5,30,20,1,3,0.5588235294117647,0
clustered_8_0.25_0.08,Random,9,0.0,0.0,0.0,7,27,21,0,0,0.5882352941176471,0
clustered_8_0.25_0.08,Random,10,0.1111111111111111,0.3333333333333333,0.25,7,23,25,1,1,0.6470588235294118,0
clustered_8_0.25_0.08,Random,11,0.1111111111111111,0.3333333333333333,0.16666666666666666,5,23,27,0,0,0.6470588235294118,0
clustered_8_0.25_0.08,Random,12,0.1111111111111111,0.3333333333333333,0.2,5,23,27,0,0,0.6470588235294118,0
clustered_8_0.25_0.08,Random,13,0.1111111111111111,0.3333333333333333,0.2,6,21,28,0,0,0.6764705882352942,0
clustered_8_0.25_0.08,Random,14,0.0,0.0,0.0,6,20,29,0,0,0.7058823529411765,0
clustered_8_0.25_0.08,Random,15,0.0,0.0,0,6,20,29,0,0,0.7352941176470589,0
clustered_8_0.25_0.08,Random,16,0.0,0.0,0.0,7,16,32,0,0,0.7647058823529411,0
clustered_8_0.25_0.08,Random,17,0.1111111111111111,0.3333333333333333,0.5,7,15,33,0,0,0.7941176470588235,0
