graphName,algorithm,iteration,relevance,relevanceBinary,recall,conflicts,unknown,notConflicts,effect,confDiff,percentColored,run
clustered_10_0.2_0.05,Random,0,0,0,0.0,0,154,2,0,0,0.046153846153846156,0
clustered_10_0.2_0.05,Random,1,0.0,0.0,0.0,0,152,4,0,0,0.09230769230769231,0
clustered_10_0.2_0.05,Random,2,0.3333333333333333,1.0,0.15789473684210525,1,148,7,1,-2,0.12307692307692308,0
clustered_10_0.2_0.05,Random,3,0.0,0.0,0.0,1,146,9,0,0,0.16923076923076924,0
clustered_10_0.2_0.05,Random,4,0.0,0.0,0.0,1,144,11,0,0,0.2153846153846154,0
clustered_10_0.2_0.05,Random,5,0.1111111111111111,0.3333333333333333,0.1111111111111111,1,142,13,0,0,0.24615384615384617,0
clustered_10_0.2_0.05,Random,6,0.0,0.0,0.0,3,137,16,0,0,0.2923076923076923,0
clustered_10_0.2_0.05,Random,7,0.0,0.0,0.0,4,132,20,0,0,0.3230769230769231,0
clustered_10_0.2_0.05,Random,8,0.1111111111111111,0.3333333333333333,0.2,4,127,25,1,-1,0.36923076923076925,0
clustered_10_0.2_0.05,Random,9,0.0,0.0,0.0,5,122,29,0,0,0.4153846153846154,0
clustered_10_0.2_0.05,Random,10,0.2222222222222222,0.6666666666666666,0.15384615384615385,5,118,33,1,-1,0.4307692307692308,0
clustered_10_0.2_0.05,Random,11,0.2222222222222222,0.3333333333333333,0.09090909090909091,6,115,35,0,0,0.4461538461538462,0
clustered_10_0.2_0.05,Random,12,0.1111111111111111,0.3333333333333333,0.08333333333333333,6,115,35,0,0,0.4461538461538462,0
clustered_10_0.2_0.05,Random,13,0.0,0.0,0.0,8,111,37,0,0,0.49230769230769234,0
clustered_10_0.2_0.05,Random,14,0.1111111111111111,0.3333333333333333,0.1,9,108,39,0,0,0.5076923076923077,0
clustered_10_0.2_0.05,Random,15,0.0,0.0,0.0,10,100,46,0,0,0.5538461538461539,0
clustered_10_0.2_0.05,Random,16,0.1111111111111111,0.3333333333333333,0.125,12,96,48,0,0,0.5846153846153846,0
clustered_10_0.2_0.05,Random,17,0.1111111111111111,0.3333333333333333,0.07692307692307693,13,93,50,1,-1,0.6,0
clustered_10_0.2_0.05,Random,18,0.1111111111111111,0.3333333333333333,0.1,12,93,51,0,0,0.6,0
clustered_10_0.2_0.05,Random,19,0.0,0.0,0.0,11,91,54,0,0,0.6153846153846154,0
clustered_10_0.2_0.05,Random,20,0.0,0.0,0.0,14,91,51,0,0,0.6153846153846154,0
clustered_10_0.2_0.05,Random,21,0.1111111111111111,0.3333333333333333,0.07142857142857142,16,83,57,0,0,0.6461538461538462,0
clustered_10_0.2_0.05,Random,22,0.0,0.0,0.0,17,77,62,0,0,0.676923076923077,0
clustered_10_0.2_0.05,Random,23,0.1111111111111111,0.3333333333333333,0.08333333333333333,14,77,65,1,1,0.676923076923077,0
clustered_10_0.2_0.05,Random,24,0.1111111111111111,0.3333333333333333,0.07692307692307693,10,77,69,1,-4,0.676923076923077,0
clustered_10_0.2_0.05,Random,25,0.1111111111111111,0.3333333333333333,0.08333333333333333,10,77,69,1,-1,0.676923076923077,0
clustered_10_0.2_0.05,Random,26,0.1111111111111111,0.3333333333333333,0.125,14,77,65,0,0,0.676923076923077,0
clustered_10_0.2_0.05,Random,27,0.0,0.0,0.0,11,77,68,0,0,0.676923076923077,0
clustered_10_0.2_0.05,Random,28,0.0,0.0,0.0,15,74,67,0,0,0.6923076923076923,0
clustered_10_0.2_0.05,Random,29,0.0,0.0,0.0,14,74,68,0,0,0.6923076923076923,0
clustered_10_0.2_0.05,Random,30,0.0,0.0,0.0,13,69,74,0,0,0.7076923076923077,0
clustered_10_0.2_0.05,Random,31,0.0,0.0,0.0,13,66,77,0,0,0.7230769230769231,0
clustered_10_0.2_0.05,Random,32,0.0,0.0,0.0,14,61,81,0,0,0.7384615384615385,0
clustered_10_0.2_0.05,Random,33,0.0,0.0,0.0,14,61,81,0,0,0.7384615384615385,0
clustered_10_0.2_0.05,Random,34,0.0,0.0,0.0,14,56,86,0,0,0.7538461538461538,0
clustered_10_0.2_0.05,Random,35,0.0,0.0,0.0,14,56,86,0,0,0.7538461538461538,0
clustered_10_0.2_0.05,Random,36,0.1111111111111111,0.3333333333333333,0.07142857142857142,14,56,86,1,-2,0.7538461538461538,0
clustered_10_0.2_0.05,Random,37,0.1111111111111111,0.3333333333333333,0.06666666666666667,15,52,89,0,0,0.7692307692307693,0
clustered_10_0.2_0.05,Random,38,0.0,0.0,0.0,14,52,90,0,0,0.7692307692307693,0
clustered_10_0.2_0.05,Random,39,0.0,0.0,0.0,14,47,95,0,0,0.8,0
clustered_10_0.2_0.05,Random,40,0.1111111111111111,0.3333333333333333,0.08333333333333333,15,44,97,0,0,0.8153846153846154,0
clustered_10_0.2_0.05,Random,41,0.2222222222222222,0.3333333333333333,0.1111111111111111,16,37,103,0,0,0.8461538461538461,0
clustered_10_0.2_0.05,Random,42,0.0,0.0,0.0,16,37,103,0,0,0.8461538461538461,0
clustered_10_0.2_0.05,Random,43,0.0,0.0,0.0,16,37,103,0,0,0.8461538461538461,0
clustered_10_0.2_0.05,Random,44,0.0,0.0,0.0,16,37,103,0,0,0.8461538461538461,0
clustered_10_0.2_0.05,Random,45,0.0,0.0,0.0,16,37,103,0,0,0.8461538461538461,0
clustered_10_0.2_0.05,Random,46,0.1111111111111111,0.3333333333333333,0.08333333333333333,19,31,106,0,0,0.8769230769230769,0
clustered_10_0.2_0.05,Random,47,0.2222222222222222,0.6666666666666666,0.1111111111111111,23,31,102,0,0,0.8769230769230769,0
clustered_10_0.2_0.05,Random,48,0.0,0.0,0.0,23,31,102,0,0,0.8769230769230769,0
clustered_10_0.2_0.05,Random,49,0.0,0.0,0.0,23,27,106,0,0,0.8923076923076924,0
clustered_10_0.2_0.05,Random,50,0.1111111111111111,0.3333333333333333,0.058823529411764705,27,20,109,0,0,0.9076923076923077,0
