graphName,algorithm,iteration,relevance,relevanceBinary,recall,conflicts,unknown,notConflicts,effect,confDiff,percentColored,run
clustered_10_0.2_0.05,Random,52,0.2222222222222222,0.6666666666666666,0.11764705882352941,27,26,103,0,0,0.8769230769230769,0
clustered_10_0.2_0.05,Random,53,0.1111111111111111,0.3333333333333333,0.07142857142857142,27,26,103,0,0,0.8769230769230769,0
clustered_10_0.2_0.05,Random,54,0.1111111111111111,0.3333333333333333,0.1111111111111111,27,26,103,0,0,0.8769230769230769,0
clustered_10_0.2_0.05,Random,55,0.1111111111111111,0.3333333333333333,0.08333333333333333,27,26,103,0,0,0.8769230769230769,0
clustered_10_0.2_0.05,Random,56,0.0,0.0,0.0,27,26,103,0,0,0.8769230769230769,0
clustered_10_0.2_0.05,Random,57,0.0,0.0,0.0,27,26,103,0,0,0.8769230769230769,0
clustered_10_0.2_0.05,Random,58,0.0,0.0,0.0,26,26,104,0,0,0.8769230769230769,0
clustered_10_0.2_0.05,Random,59,0.0,0.0,0.0,27,20,109,0,0,0.8923076923076924,0
clustered_10_0.2_0.05,Random,60,0.0,0.0,0.0,29,20,107,0,0,0.8923076923076924,0
clustered_10_0.2_0.05,Random,61,0.3333333333333333,1.0,0.21428571428571427,29,20,107,0,0,0.8923076923076924,0
clustered_10_0.2_0.05,Random,62,0.0,0.0,0.0,31,20,105,0,0,0.8923076923076924,0
clustered_10_0.2_0.05,Random,63,0.1111111111111111,0.3333333333333333,0.125,32,20,104,0,0,0.8923076923076924,0
clustered_10_0.2_0.05,Random,64,0.0,0.0,0.0,32,20,104,0,0,0.8923076923076924,0
clustered_10_0.2_0.05,Random,65,0.1111111111111111,0.3333333333333333,0.08333333333333333,38,20,98,1,-1,0.8923076923076924,0
clustered_10_0.2_0.05,Random,66,0.0,0.0,0.0,38,20,98,0,0,0.8923076923076924,0
clustered_10_0.2_0.05,Random,67,0.0,0.0,0.0,38,20,98,0,0,0.8923076923076924,0
clustered_10_0.2_0.05,Random,68,0.1111111111111111,0.3333333333333333,0.09090909090909091,38,20,98,0,0,0.8923076923076924,0
clustered_10_0.2_0.05,Random,69,0.0,0.0,0.0,36,20,100,0,0,0.8923076923076924,0
clustered_10_0.2_0.05,Random,70,0.0,0.0,0.0,35,20,101,0,0,0.8923076923076924,0
clustered_10_0.2_0.05,Random,71,0.0,0.0,0.0,36,15,105,0,0,0.9076923076923077,0
clustered_10_0.2_0.05,Random,72,0.1111111111111111,0.3333333333333333,0.0625,38,9,109,0,0,0.9230769230769231,0
clustered_10_0.2_0.05,Random,73,0.0,0.0,0.0,38,9,109,0,0,0.9230769230769231,0
clustered_10_0.2_0.05,Random,74,0.0,0.0,0.0,42,9,105,0,0,0.9230769230769231,0
clustered_10_0.2_0.05,Random,75,0.1111111111111111,0.3333333333333333,0.07692307692307693,42,9,105,0,0,0.9230769230769231,0
clustered_10_0.2_0.05,Random,76,0.3333333333333333,0.6666666666666666,0.18181818181818182,42,9,105,0,0,0.9230769230769231,0
clustered_10_0.2_0.05,Random,77,0.1111111111111111,0.3333333333333333,0.058823529411764705,40,9,107,0,0,0.9230769230769231,0
clustered_10_0.2_0.05,Random,78,0.0,0.0,0.0,38,9,109,0,0,0.9230769230769231,0
clustered_10_0.2_0.05,Random,79,0.0,0.0,0.0,34,9,113,0,0,0.9230769230769231,0
clustered_10_0.2_0.05,Random,80,0.1111111111111111,0.3333333333333333,0.1,34,9,113,0,0,0.9230769230769231,0
clustered_10_0.2_0.05,Random,81,0.1111111111111111,0.3333333333333333,0.06666666666666667,34,9,113,0,0,0.9230769230769231,0
clustered_10_0.2_0.05,Random,82,0.0,0.0,0.0,29,9,118,0,0,0.9230769230769231,0
clustered_10_0.2_0.05,Random,83,0.2222222222222222,0.6666666666666666,0.2222222222222222,30,9,117,1,1,0.9230769230769231,0
clustered_10_0.2_0.05,Random,84,0.1111111111111111,0.3333333333333333,0.09090909090909091,30,9,117,0,0,0.9230769230769231,0
clustered_10_0.2_0.05,Random,85,0.0,0.0,0.0,30,9,117,0,0,0.9230769230769231,0
clustered_10_0.2_0.05,Random,86,0.0,0.0,0.0,30,9,117,0,0,0.9230769230769231,0
clustered_10_0.2_0.05,Random,87,0.0,0.0,0.0,30,9,117,0,0,0.9230769230769231,0
clustered_10_0.2_0.05,Random,88,0.0,0.0,0.0,30,9,117,0,0,0.9230769230769231,0
clustered_10_0.2_0.05,Random,89,0.1111111111111111,0.3333333333333333,0.2,29,9,118,0,0,0.9230769230769231,0
clustered_10_0.2_0.05,Random,90,0.0,0.0,0.0,29,9,118,0,0,0.9230769230769231,0
clustered_10_0.2_0.05,Random,91,0.0,0.0,0.0,30,6,120,0,0,0.9538461538461539,0
clustered_10_0.2_0.05,Random,92,0.2222222222222222,0.3333333333333333,0.06666666666666667,29,6,121,0,0,0.9538461538461539,0
clustered_10_0.2_0.05,Random,93,0.0,0.0,0.0,31,2,123,0,0,0.9692307692307692,0
clustered_10_0.2_0.05,Random,94,0.1111111111111111,0.3333333333333333,0.07142857142857142,27,2,127,1,-4,0.9692307692307692,0
clustered_10_0.2_0.05,Random,95,0.2222222222222222,0.6666666666666666,0.2222222222222222,30,2,124,1,0,0.9692307692307692,0
clustered_10_0.2_0.05,Random,96,0.0,0.0,0.0,30,2,124,0,0,0.9692307692307692,0
clustered_10_0.2_0.05,Random,97,0.1111111111111111,0.3333333333333333,0.05263157894736842,32,2,122,0,0,0.9692307692307692,0
clustered_10_0.2_0.05,Random,98,0.0,0.0,0.0,30,2,124,0,0,0.9692307692307692,0
clustered_10_0.2_0.05,Random,99,0.0,0.0,0.0,33,2,121,0,0,0.9692307692307692,0
clustered_10_0.2_0.05,Random,100,0.0,0.0,0.0,33,1,122,0,0,0.9846153846153847,0
clustered_10_0.2_0.05,Random,101,0.1111111111111111,0.3333333333333333,0.09090909090909091,33,1,122,0,0,0.9846153846153847,0
clustered_10_0.2_0.05,Random,102,0.1111111111111111,0.3333333333333333,0.058823529411764705,33,1,122,0,0,0.9846153846153847,0
clustered_10_0.2_0.05,Random,103,0.1111111111111111,0.3333333333333333,0.14285714285714285,33,1,122,0,0,0.9846153846153847,0
clustered_10_0.2_0.05,Random,104,0.0,0.0,0.0,33,1,122,0,0,0.9846153846153847,0
clustered_10_0.2_0.05,Random,105,0.1111111111111111,0.3333333333333333,0.08333333333333333,33,1,122,0,0,0.9846153846153847,0
clustered_10_0.2_0.05,Random,106,0.0,0.0,0.0,33,1,122,0,0,0.9846153846153847,0
clustered_10_0.2_0.05,Random,107,0.1111111111111111,0.3333333333333333,0.14285714285714285,33,1,122,0,0,0.9846153846153847,0
clustered_10_0.2_0.05,Random,108,0.1111111111111111,0.3333333333333333,0.1111111111111111,33,1,122,0,0,0.9846153846153847,0
clustered_10_0.2_0.05,Random,109,0.0,0.0,0.0,35,1,120,0,0,0.9846153846153847,0
clustered_10_0.2_0.05,Random,110,0.0,0.0,0.0,35,1,120,0,0,0.9846153846153847,0
clustered_10_0.2_0.05,Random,111,0.0,0.0,0.0,35,1,120,0,0,0.9846153846153847,0
clustered_10_0.2_0.05,Random,112,0.1111111111111111,0.3333333333333333,0.09090909090909091,33,1,122,0,0,0.9846153846153847,0
clustered_10_0.2_0.05,Random,113,0.0,0.0,0.0,33,1,122,0,0,0.9846153846153847,0
clustered_10_0.2_0.05,Random,114,0.1111111111111111,0.3333333333333333,0.0625,36,1,119,0,0,0.9846153846153847,0
clustered_10_0.2_0.05,Random,115,0.0,0.0,0.0,36,1,119,0,0,0.9846153846153847,0
clustered_10_0.2_0.05,Random,116,0.1111111111111111,0.3333333333333333,0.08333333333333333,38,1,117,0,0,0.9846153846153847,0
clustered_10_0.2_0.05,Random,117,0.0,0.0,0.0,38,1,117,0,0,0.9846153846153847,0
clustered_10_0.2_0.05,Random,118,0.2222222222222222,0.6666666666666666,0.2,39,1,116,1,1,0.9846153846153847,0
clustered_10_0.2_0.05,Random,119,0.1111111111111111,0.3333333333333333,0.1111111111111111,40,1,115,0,0,0.9846153846153847,0
clustered_10_0.2_0.05,Random,120,0.1111111111111111,0.3333333333333333,0.058823529411764705,40,1,115,0,0,0.9846153846153847,0
clustered_10_0.2_0.05,Random,121,0.0,0.0,0.0,38,1,117,0,0,0.9846153846153847,0
clustered_10_0.2_0.05,Random,122,0.1111111111111111,0.3333333333333333,0.0625,41,1,114,0,0,0.9846153846153847,0
clustered_10_0.2_0.05,Random,123,0.1111111111111111,0.3333333333333333,0.2,43,1,112,0,0,0.9846153846153847,0
clustered_10_0.2_0.05,Random,124,0.1111111111111111,0.3333333333333333,0.1111111111111111,45,1,110,0,0,0.9846153846153847,0
clustered_10_0.2_0.05,Random,125,0.1111111111111111,0.3333333333333333,0.1111111111111111,45,1,110,0,0,0.9846153846153847,0
clustered_10_0.2_0.05,Random,126,0.0,0.0,0.0,46,1,109,0,0,0.9846153846153847,0
clustered_10_0.2_0.05,Random,127,0.2222222222222222,0.3333333333333333,0.0625,46,1,109,0,0,0.9846153846153847,0
clustered_10_0.2_0.05,Random,128,0.0,0.0,0.0,48,1,107,0,0,0.9846153846153847,0
clustered_10_0.2_0.05,Random,129,0.0,0.0,0.0,48,1,107,0,0,0.9846153846153847,0
clustered_10_0.2_0.05,Random,130,0.1111111111111111,0.3333333333333333,0.07142857142857142,48,1,107,0,0,0.9846153846153847,0
clustered_10_0.2_0.05,Random,131,0.3333333333333333,0.3333333333333333,0.05555555555555555,48,1,107,0,0,0.9846153846153847,0
clustered_10_0.2_0.05,Random,132,0.1111111111111111,0.3333333333333333,0.05263157894736842,48,1,107,1,4,0.9846153846153847,0
clustered_10_0.2_0.05,Random,133,0.1111111111111111,0.3333333333333333,0.1111111111111111,48,1,107,0,0,0.9846153846153847,0
clustered_10_0.2_0.05,Random,134,0.0,0.0,0.0,48,1,107,0,0,0.9846153846153847,0
clustered_10_0.2_0.05,Random,135,0.2222222222222222,0.6666666666666666,0.125,48,1,107,0,0,0.9846153846153847,0
clustered_10_0.2_0.05,Random,136,0.1111111111111111,0.3333333333333333,0.06666666666666667,48,1,107,0,0,0.9846153846153847,0
clustered_10_0.2_0.05,Random,137,0.0,0.0,0.0,48,1,107,0,0,0.9846153846153847,0
clustered_10_0.2_0.05,Random,138,0.1111111111111111,0.3333333333333333,0.1,48,1,107,0,0,0.9846153846153847,0
clustered_10_0.2_0.05,Random,139,0.2222222222222222,0.6666666666666666,0.2857142857142857,48,1,107,0,0,0.9846153846153847,0
clustered_10_0.2_0.05,Random,140,0.1111111111111111,0.3333333333333333,0.07142857142857142,49,1,106,0,0,0.9846153846153847,0
clustered_10_0.2_0.05,Random,141,0.0,0.0,0.0,47,1,108,0,0,0.9846153846153847,0
clustered_10_0.2_0.05,Random,142,0.0,0.0,0.0,47,1,108,0,0,0.9846153846153847,0
clustered_10_0.2_0.05,Random,143,0.0,0.0,0.0,47,1,108,0,0,0.9846153846153847,0
clustered_10_0.2_0.05,Random,144,0.0,0.0,0.0,47,1,108,0,0,0.9846153846153847,0
clustered_10_0.2_0.05,Random,145,0.0,0.0,0.0,47,1,108,0,0,0.9846153846153847,0
clustered_10_0.2_0.05,Random,146,0.1111111111111111,0.3333333333333333,0.06666666666666667,47,1,108,0,0,0.9846153846153847,0
clustered_10_0.2_0.05,Random,147,0.1111111111111111,0.3333333333333333,0.058823529411764705,47,1,108,0,0,0.9846153846153847,0
clustered_10_0.2_0.05,Random,148,0.1111111111111111,0.3333333333333333,0.1111111111111111,48,1,107,0,0,0.9846153846153847,0
clustered_10_0.2_0.05,Random,149,0.0,0.0,0.0,48,1,107,0,0,0.9846153846153847,0
clustered_10_0.2_0.05,Random,150,0.0,0.0,0.0,46,1,109,0,0,0.9846153846153847,0
clustered_10_0.2_0.05,Random,151,0.0,0.0,0.0,46,1,109,0,0,0.9846153846153847,0
clustered_10_0.2_0.05,Random,152,0.0,0.0,0.0,51,1,104,0,0,0.9846153846153847,0
clustered_10_0.2_0.05,Random,153,0.0,0.0,0.0,51,1,104,0,0,0.9846153846153847,0
clustered_10_0.2_0.05,Random,154,0.0,0.0,0.0,51,1,104,0,0,0.9846153846153847,0
clustered_10_0.2_0.05,Random,155,0.1111111111111111,0.3333333333333333,0.08333333333333333,57,1,98,0,0,0.9846153846153847,0
clustered_10_0.2_0.05,Random,156,0.1111111111111111,0.3333333333333333,0.06666666666666667,57,1,98,0,0,0.9846153846153847,0
clustered_10_0.2_0.05,Random,157,0.0,0.0,0.0,57,1,98,0,0,0.9846153846153847,0
clustered_10_0.2_0.05,Random,158,0.0,0.0,0.0,57,1,98,0,0,0.9846153846153847,0
clustered_10_0.2_0.05,Random,159,0.0,0.0,0.0,53,1,102,0,0,0.9846153846153847,0
clustered_10_0.2_0.05,Random,160,0.0,0.0,0.0,53,1,102,0,0,0.9846153846153847,0
clustered_10_0.2_0.05,Random,161,0.1111111111111111,0.3333333333333333,0.07142857142857142,55,1,100,0,0,0.9846153846153847,0
clustered_10_0.2_0.05,Random,162,0.2222222222222222,0.6666666666666666,0.13333333333333333,55,1,100,0,0,0.9846153846153847,0
clustered_10_0.2_0.05,Random,163,0.2222222222222222,0.6666666666666666,0.15384615384615385,55,1,100,0,0,0.9846153846153847,0
clustered_10_0.2_0.05,Random,164,0.0,0.0,0.0,53,1,102,0,0,0.9846153846153847,0
clustered_10_0.2_0.05,Random,165,0.0,0.0,0.0,53,1,102,0,0,0.9846153846153847,0
clustered_10_0.2_0.05,Random,166,0.2222222222222222,0.3333333333333333,0.1,53,1,102,0,0,0.9846153846153847,0
clustered_10_0.2_0.05,Random,167,0.0,0.0,0.0,53,1,102,0,0,0.9846153846153847,0
clustered_10_0.2_0.05,Random,168,0.0,0.0,0.0,53,1,102,0,0,0.9846153846153847,0
clustered_10_0.2_0.05,Random,169,0.0,0.0,0.0,50,1,105,0,0,0.9846153846153847,0
clustered_10_0.2_0.05,Random,170,0.1111111111111111,0.3333333333333333,0.08333333333333333,50,1,105,0,0,0.9846153846153847,0
clustered_10_0.2_0.05,Random,171,0.0,0.0,0.0,50,0,106,0,0,1.0,0
clustered_10_0.2_0.05,Random,172,0.1111111111111111,0.3333333333333333,0.058823529411764705,50,0,106,0,0,1.0,0
clustered_10_0.2_0.05,Random,173,0.0,0.0,0.0,50,0,106,0,0,1.0,0
clustered_10_0.2_0.05,Random,174,0.2222222222222222,0.6666666666666666,0.13333333333333333,52,0,104,0,0,1.0,0
clustered_10_0.2_0.05,Random,175,0.0,0.0,0.0,53,0,103,0,0,1.0,0
clustered_10_0.2_0.05,Random,176,0.1111111111111111,0.3333333333333333,0.08333333333333333,53,0,103,0,0,1.0,0
clustered_10_0.2_0.05,Random,177,0.1111111111111111,0.3333333333333333,0.14285714285714285,53,0,103,0,0,1.0,0
clustered_10_0.2_0.05,Random,178,0.0,0.0,0.0,53,0,103,0,0,1.0,0
clustered_10_0.2_0.05,Random,179,0.0,0.0,0.0,57,0,99,0,0,1.0,0
clustered_10_0.2_0.05,Random,180,0.1111111111111111,0.3333333333333333,0.08333333333333333,57,0,99,0,0,1.0,0
clustered_10_0.2_0.05,Random,181,0.1111111111111111,0.3333333333333333,0.06666666666666667,57,0,99,0,0,1.0,0
clustered_10_0.2_0.05,Random,182,0.0,0.0,0.0,57,0,99,0,0,1.0,0
clustered_10_0.2_0.05,Random,183,0.0,0.0,0.0,57,0,99,0,0,1.0,0
clustered_10_0.2_0.05,Random,184,0.1111111111111111,0.3333333333333333,0.06666666666666667,57,0,99,0,0,1.0,0
clustered_10_0.2_0.05,Random,185,0.0,0.0,0.0,57,0,99,0,0,1.0,0
clustered_10_0.2_0.05,Random,186,0.2222222222222222,0.3333333333333333,0.05263157894736842,57,0,99,0,0,1.0,0
clustered_10_0.2_0.05,Random,187,0.2222222222222222,0.6666666666666666,0.16666666666666666,57,0,99,0,0,1.0,0
clustered_10_0.2_0.05,Random,188,0.1111111111111111,0.3333333333333333,0.125,55,0,101,0,0,1.0,0
clustered_10_0.2_0.05,Random,189,0.1111111111111111,0.3333333333333333,0.07142857142857142,54,0,102,0,0,1.0,0
clustered_10_0.2_0.05,Random,190,0.1111111111111111,0.3333333333333333,0.0625,54,0,102,0,0,1.0,0
clustered_10_0.2_0.05,Random,191,0.1111111111111111,0.3333333333333333,0.07142857142857142,54,0,102,0,0,1.0,0
clustered_10_0.2_0.05,Random,192,0.0,0.0,0.0,59,0,97,0,0,1.0,0
clustered_10_0.2_0.05,Random,193,0.0,0.0,0.0,59,0,97,0,0,1.0,0
clustered_10_0.2_0.05,Random,194,0.0,0.0,0.0,61,0,95,0,0,1.0,0
clustered_10_0.2_0.05,Random,195,0.0,0.0,0.0,61,0,95,0,0,1.0,0
clustered_10_0.2_0.05,Random,196,0.1111111111111111,0.3333333333333333,0.09090909090909091,57,0,99,0,0,1.0,0
clustered_10_0.2_0.05,Random,197,0.0,0.0,0.0,57,0,99,0,0,1.0,0
clustered_10_0.2_0.05,Random,198,0.0,0.0,0.0,58,0,98,0,0,1.0,0
clustered_10_0.2_0.05,Random,199,0.0,0.0,0.0,58,0,98,0,0,1.0,0
clustered_10_0.2_0.05,Random,200,0.1111111111111111,0.3333333333333333,0.0625,58,0,98,0,0,1.0,0
clustered_10_0.2_0.05,Random,201,0.1111111111111111,0.3333333333333333,0.058823529411764705,58,0,98,0,0,1.0,0
clustered_10_0.2_0.05,Random,202,0.0,0.0,0.0,58,0,98,0,0,1.0,0
clustered_10_0.2_0.05,Random,203,0.0,0.0,0.0,58,0,98,0,0,1.0,0
clustered_10_0.2_0.05,Random,204,0.0,0.0,0.0,58,0,98,0,0,1.0,0
clustered_10_0.2_0.05,Random,205,0.1111111111111111,0.3333333333333333,0.058823529411764705,58,0,98,0,0,1.0,0
clustered_10_0.2_0.05,Random,206,0.0,0.0,0.0,58,0,98,0,0,1.0,0
clustered_10_0.2_0.05,Random,207,0.1111111111111111,0.3333333333333333,0.08333333333333333,58,0,98,0,0,1.0,0
clustered_10_0.2_0.05,Random,208,0.0,0.0,0.0,58,0,98,0,0,1.0,0
clustered_10_0.2_0.05,Random,209,0.0,0.0,0.0,58,0,98,0,0,1.0,0
clustered_10_0.2_0.05,Random,210,0.1111111111111111,0.3333333333333333,0.07692307692307693,58,0,98,0,0,1.0,0
clustered_10_0.2_0.05,Random,211,0.1111111111111111,0.3333333333333333,0.05263157894736842,58,0,98,0,0,1.0,0
clustered_10_0.2_0.05,Random,212,0.0,0.0,0.0,58,0,98,0,0,1.0,0
clustered_10_0.2_0.05,Random,213,0.0,0.0,0.0,58,0,98,0,0,1.0,0
clustered_10_0.2_0.05,Random,214,0.0,0.0,0.0,58,0,98,0,0,1.0,0
clustered_10_0.2_0.05,Random,215,0.0,0.0,0.0,59,0,97,0,0,1.0,0
clustered_10_0.2_0.05,Random,216,0.0,0.0,0.0,59,0,97,0,0,1.0,0
clustered_10_0.2_0.05,Random,217,0.2222222222222222,0.3333333333333333,0.0625,59,0,97,0,0,1.0,0
clustered_10_0.2_0.05,Random,218,0.1111111111111111,0.3333333333333333,0.1111111111111111,59,0,97,0,0,1.0,0
clustered_10_0.2_0.05,Random,219,0.0,0.0,0.0,59,0,97,0,0,1.0,0
clustered_10_0.2_0.05,Random,220,0.0,0.0,0.0,56,0,100,0,0,1.0,0
clustered_10_0.2_0.05,Random,221,0.0,0.0,0.0,56,0,100,0,0,1.0,0
clustered_10_0.2_0.05,Random,222,0.0,0.0,0.0,56,0,100,0,0,1.0,0
clustered_10_0.2_0.05,Random,223,0.1111111111111111,0.3333333333333333,0.0625,56,0,100,0,0,1.0,0
clustered_10_0.2_0.05,Random,224,0.0,0.0,0.0,53,0,103,0,0,1.0,0
clustered_10_0.2_0.05,Random,225,0.0,0.0,0.0,53,0,103,0,0,1.0,0
clustered_10_0.2_0.05,Random,226,0.0,0.0,0.0,53,0,103,0,0,1.0,0
clustered_10_0.2_0.05,Random,227,0.0,0.0,0.0,53,0,103,0,0,1.0,0
clustered_10_0.2_0.05,Random,228,0.1111111111111111,0.3333333333333333,0.07692307692307693,53,0,103,0,0,1.0,0
clustered_10_0.2_0.05,Random,229,0.2222222222222222,0.3333333333333333,0.06666666666666667,53,0,103,0,0,1.0,0
clustered_10_0.2_0.05,Random,230,0.0,0.0,0.0,53,0,103,0,0,1.0,0
clustered_10_0.2_0.05,Random,231,0.0,0.0,0.0,52,0,104,0,0,1.0,0
clustered_10_0.2_0.05,Random,232,0.0,0.0,0.0,52,0,104,0,0,1.0,0
clustered_10_0.2_0.05,Random,233,0.0,0.0,0.0,52,0,104,0,0,1.0,0
clustered_10_0.2_0.05,Random,234,0.1111111111111111,0.3333333333333333,0.07142857142857142,52,0,104,0,0,1.0,0
clustered_10_0.2_0.05,Random,235,0.0,0.0,0.0,52,0,104,0,0,1.0,0
clustered_10_0.2_0.05,Random,236,0.0,0.0,0.0,52,0,104,0,0,1.0,0
clustered_10_0.2_0.05,Random,237,0.0,0.0,0.0,52,0,104,0,0,1.0,0
clustered_10_0.2_0.05,Random,238,0.0,0.0,0.0,52,0,104,0,0,1.0,0
clustered_10_0.2_0.05,Random,239,0.0,0.0,0.0,46,0,110,0,0,1.0,0
clustered_10_0.2_0.05,Random,240,0.1111111111111111,0.3333333333333333,0.07692307692307693,46,0,110,0,0,1.0,0
clustered_10_0.2_0.05,Random,241,0.1111111111111111,0.3333333333333333,0.05,50,0,106,0,0,1.0,0
clustered_10_0.2_0.05,Random,242,0.0,0.0,0.0,50,0,106,0,0,1.0,0
clustered_10_0.2_0.05,Random,243,0.1111111111111111,0.3333333333333333,0.0625,50,0,106,0,0,1.0,0
clustered_10_0.2_0.05,Random,244,0.1111111111111111,0.3333333333333333,0.07142857142857142,48,0,108,0,0,1.0,0
clustered_10_0.2_0.05,Random,245,0.1111111111111111,0.3333333333333333,0.047619047619047616,50,0,106,0,0,1.0,0
